sim_time,n,p,ratio,method,type,num,estimate
3,100,100,334,lasso,null,20,0
3,100,100,334,lasso,null,55,0
4,100,100,334,forward,strong,12,18.897780145501063
4,100,100,334,forward,strong,2,19.382959876980788
4,100,100,334,forward,strong,3,20.322307259870964
4,100,100,334,forward,wbc,8,0.09737944037488436
4,100,100,334,forward,wbc,9,-0.8636261521940063
4,100,100,334,forward,strong,1,20.782958001845262
4,100,100,334,forward,strong,7,21.509902707952705
4,100,100,334,forward,strong,5,16.96499603190128
4,100,100,334,forward,strong,6,19.87677317100102
4,100,100,334,forward,strong,4,14.959537743088177
4,100,100,334,forward,strong,10,22.564962551535604
4,100,100,334,forward,strong,8,18.831231428418832
4,100,100,334,forward,strong,11,12.91020825306648
4,100,100,334,forward,strong,9,18.918423391108405
4,100,100,334,forward,wbc,1,3.9467883630123968
4,100,100,334,forward,wbc,4,3.830947565222373
4,100,100,334,forward,null,49,4.5469858409642425
4,100,100,334,forward,null,27,-4.00453781480069
4,100,100,334,forward,null,12,-1.873273739939906
4,100,100,334,forward,null,9,-4.246448563218914
4,100,100,334,forward,null,24,-2.255756642957761
4,100,100,334,forward,null,55,-1.876602831878648
4,100,100,334,forward,null,17,-0.7229545725935613
4,100,100,334,forward,null,7,-0.6160673767085304
4,100,100,334,forward,null,57,2.462358721177067
