sim_time,n,p,ratio,method,type,num,estimate
40,100,100,145,forward,null,40,-3.219194100785917
40,100,100,145,forward,null,51,0.9667877506574445
40,100,100,145,forward,null,28,4.428402838027247
40,100,100,145,forward,null,46,-5.805471165011176
40,100,100,145,forward,null,33,10.996705249386965
40,100,100,145,forward,null,55,-0.023019347439014477
40,100,100,145,forward,null,59,5.604478045627482
40,100,100,145,forward,null,21,2.0734997206639765
40,100,100,145,forward,wbc,8,-1.5674224773668248
40,100,100,145,forward,null,26,-2.7747064660891048
40,100,100,145,forward,null,7,-3.5555742951610587
40,100,100,145,forward,null,50,-0.6438732359799505
40,100,100,145,forward,null,43,7.041567355756016
40,100,100,145,forward,null,4,4.954543082220209
40,100,100,145,forward,null,9,5.174265832609801
40,100,100,145,forward,wai,3,2.8379760550395225
40,100,100,145,forward,wai,16,-4.119198257768588
40,100,100,145,forward,wbc,14,-2.1534137424972233
40,100,100,145,forward,null,25,2.0958195430700037
40,100,100,145,forward,wai,1,3.5920455781887664
40,100,100,145,forward,null,11,3.6636065256844295
40,100,100,145,forward,wai,11,6.30413928655096
40,100,100,145,forward,null,56,-2.071702275875153
40,100,100,145,forward,wbc,3,2.991919983732487
40,100,100,145,forward,wbc,16,3.1723795020923493
40,100,100,145,forward,null,19,1.1460128155441476
40,100,100,145,forward,wai,15,2.912440926675785
40,100,100,145,forward,null,52,3.478401696418022
40,100,100,145,forward,null,49,5.016369116189027
40,100,100,145,forward,wai,14,2.933543787000511
40,100,100,145,forward,null,24,-2.693152656005158
40,100,100,145,forward,null,17,-2.0617181637108866
40,100,100,145,forward,null,13,1.5961934761899828
40,100,100,145,forward,wai,17,-1.4623983603215256
40,100,100,145,forward,wbc,1,-1.4524712401956785
40,100,100,145,forward,wai,6,-0.9666258971853315
40,100,100,145,forward,null,34,0.757234476536375
40,100,100,145,forward,wbc,2,0
40,100,100,145,forward,wbc,4,0
40,100,100,145,forward,wbc,6,0
40,100,100,145,forward,wbc,9,0
40,100,100,145,forward,wbc,12,0
40,100,100,145,forward,wai,8,0
40,100,100,145,forward,wai,13,0
40,100,100,145,forward,wai,20,0
40,100,100,145,forward,null,3,0
40,100,100,145,forward,null,5,0
40,100,100,145,forward,null,12,0
40,100,100,145,forward,null,15,0
40,100,100,145,forward,null,20,0
40,100,100,145,forward,null,22,0
40,100,100,145,forward,null,23,0
40,100,100,145,forward,null,27,0
40,100,100,145,forward,null,30,0
40,100,100,145,forward,null,37,0
40,100,100,145,forward,null,44,0
40,100,100,145,forward,null,54,0
40,100,100,145,forward,null,58,0
40,100,100,145,forward,null,60,0
40,100,100,145,lasso,strong,1,19.934914451051835
40,100,100,145,lasso,strong,3,20.087995105442893
40,100,100,145,lasso,strong,2,19.016008575712284
40,100,100,145,lasso,strong,4,15.786967802112432
40,100,100,145,lasso,null,10,0
40,100,100,145,lasso,null,8,0
40,100,100,145,lasso,wai,19,0
40,100,100,145,lasso,null,2,0
40,100,100,145,lasso,null,32,0
40,100,100,145,lasso,wbc,5,0
40,100,100,145,lasso,wbc,13,0
40,100,100,145,lasso,wbc,15,0
40,100,100,145,lasso,null,1,0
40,100,100,145,lasso,null,29,0
40,100,100,145,lasso,wai,10,0
40,100,100,145,lasso,null,31,0
40,100,100,145,lasso,wai,4,0
40,100,100,145,lasso,wai,7,0
40,100,100,145,lasso,null,36,0
40,100,100,145,lasso,null,38,0
40,100,100,145,lasso,wai,5,0
40,100,100,145,lasso,null,53,0
40,100,100,145,lasso,wbc,10,0
40,100,100,145,lasso,null,18,0
40,100,100,145,lasso,wai,9,0
40,100,100,145,lasso,null,41,0
40,100,100,145,lasso,wai,12,0
40,100,100,145,lasso,null,47,0
40,100,100,145,lasso,null,42,0
40,100,100,145,lasso,null,48,0
40,100,100,145,lasso,null,39,0
40,100,100,145,lasso,null,45,0
40,100,100,145,lasso,wbc,7,0
40,100,100,145,lasso,wai,2,0
40,100,100,145,lasso,wbc,11,0
40,100,100,145,lasso,null,6,0
40,100,100,145,lasso,null,16,0
40,100,100,145,lasso,wai,18,0
40,100,100,145,lasso,null,35,0
40,100,100,145,lasso,null,57,0
40,100,100,145,lasso,null,14,0
40,100,100,145,lasso,null,40,0
40,100,100,145,lasso,null,51,0
40,100,100,145,lasso,null,28,0
40,100,100,145,lasso,null,46,0
40,100,100,145,lasso,null,33,0
40,100,100,145,lasso,null,55,0
40,100,100,145,lasso,null,59,0
40,100,100,145,lasso,null,21,0
40,100,100,145,lasso,wbc,8,0
40,100,100,145,lasso,null,26,0
40,100,100,145,lasso,null,7,0
40,100,100,145,lasso,null,50,0
40,100,100,145,lasso,null,43,0
40,100,100,145,lasso,null,4,0
40,100,100,145,lasso,null,9,0
40,100,100,145,lasso,wai,3,0
40,100,100,145,lasso,wai,16,0
40,100,100,145,lasso,wbc,14,0
40,100,100,145,lasso,null,25,0
40,100,100,145,lasso,wai,1,0
40,100,100,145,lasso,null,11,0
40,100,100,145,lasso,wai,11,0
40,100,100,145,lasso,null,56,0
40,100,100,145,lasso,wbc,3,0
40,100,100,145,lasso,wbc,16,0
40,100,100,145,lasso,null,19,0
40,100,100,145,lasso,wai,15,0
40,100,100,145,lasso,null,52,0
40,100,100,145,lasso,null,49,0
40,100,100,145,lasso,wai,14,0
40,100,100,145,lasso,null,24,0
40,100,100,145,lasso,null,17,0
40,100,100,145,lasso,null,13,0
40,100,100,145,lasso,wai,17,0
40,100,100,145,lasso,wbc,1,0
40,100,100,145,lasso,wai,6,0
40,100,100,145,lasso,null,34,0
40,100,100,145,lasso,wbc,2,0
40,100,100,145,lasso,wbc,4,0
40,100,100,145,lasso,wbc,6,0
40,100,100,145,lasso,wbc,9,0
40,100,100,145,lasso,wbc,12,0
40,100,100,145,lasso,wai,8,0
40,100,100,145,lasso,wai,13,0
40,100,100,145,lasso,wai,20,0
40,100,100,145,lasso,null,3,0
40,100,100,145,lasso,null,5,0
40,100,100,145,lasso,null,12,0
40,100,100,145,lasso,null,15,0
40,100,100,145,lasso,null,20,0
40,100,100,145,lasso,null,22,0
40,100,100,145,lasso,null,23,0
40,100,100,145,lasso,null,27,0
40,100,100,145,lasso,null,30,0
40,100,100,145,lasso,null,37,0
40,100,100,145,lasso,null,44,0
40,100,100,145,lasso,null,54,0
40,100,100,145,lasso,null,58,0
40,100,100,145,lasso,null,60,0
41,100,100,145,forward,strong,1,18.618807822694354
41,100,100,145,forward,strong,4,19.938454095748984
41,100,100,145,forward,strong,3,21.3327520500002
41,100,100,145,forward,strong,2,19.820432380555236
41,100,100,145,forward,null,35,5.878556149836255
41,100,100,145,forward,wai,5,5.303484815983099
41,100,100,145,forward,wai,6,2.8193939807820487
41,100,100,145,forward,null,50,-4.028039184041493
41,100,100,145,forward,wai,19,-7.876597450912659
41,100,100,145,forward,null,5,7.209264947300794
41,100,100,145,forward,null,17,-3.3634808388733255
41,100,100,145,forward,wbc,12,3.3586053433556944
41,100,100,145,forward,wai,16,4.241743049853267
41,100,100,145,forward,wbc,11,3.1779710321574486
41,100,100,145,forward,wai,14,1.5025994457089507
41,100,100,145,forward,null,4,-0.661397715699027
41,100,100,145,forward,wbc,4,-1.1232830616760465
41,100,100,145,forward,wai,7,-0.21611223943905047
41,100,100,145,forward,null,8,-4.65800622630809
41,100,100,145,forward,null,40,4.208712790095229
41,100,100,145,forward,null,10,3.5360862921573877
41,100,100,145,forward,wai,4,5.19839092756045
41,100,100,145,forward,null,32,-1.8589425183365964
41,100,100,145,forward,null,56,2.9697972120555303
41,100,100,145,forward,null,23,-1.7708679844574229
41,100,100,145,forward,null,12,2.8192868153612705
41,100,100,145,forward,null,30,-5.729529836864037
41,100,100,145,forward,null,54,-5.330028403099037
41,100,100,145,forward,null,47,2.018230652899003
41,100,100,145,forward,wbc,7,5.678473192839045
41,100,100,145,forward,null,1,5.673678414381177
41,100,100,145,forward,null,19,5.0123804881751965
41,100,100,145,forward,wbc,13,-4.759760848157776
41,100,100,145,forward,wai,13,4.518894123161232
41,100,100,145,forward,null,37,2.283407253103943
41,100,100,145,forward,null,24,2.819452533184003
41,100,100,145,forward,null,52,1.394231350365119
41,100,100,145,forward,wai,11,0.22353303092235186
41,100,100,145,forward,wai,3,5.009162645146948
41,100,100,145,forward,null,49,2.0089053565090698
41,100,100,145,forward,wai,12,-2.964122027658745
41,100,100,145,forward,null,33,-1.7740886321268603
41,100,100,145,forward,wbc,14,-3.16860851024986
41,100,100,145,forward,null,7,2.510058703804942
41,100,100,145,forward,null,51,2.215639940852869
41,100,100,145,forward,null,31,0.8037353759048533
41,100,100,145,forward,null,13,0.0744445332946669
41,100,100,145,forward,wbc,3,2.089349507938496
41,100,100,145,forward,wbc,1,2.652972914933981
41,100,100,145,forward,null,60,-1.2501403799800441
41,100,100,145,forward,null,58,2.3149728112290373
41,100,100,145,forward,wai,1,-1.2727166006443582
41,100,100,145,forward,wai,2,1.5736394527055204
41,100,100,145,forward,null,28,1.170716695308817
41,100,100,145,forward,null,6,2.6600390760880144
41,100,100,145,forward,null,34,-1.394493917353349
41,100,100,145,forward,wai,9,2.330093920477487
41,100,100,145,forward,null,15,1.4728292104270164
41,100,100,145,forward,null,57,-1.3843079695396971
41,100,100,145,forward,null,41,1.2220158810300006
41,100,100,145,forward,wbc,2,2.2532479562827206
41,100,100,145,forward,wai,15,-1.504012958792518
41,100,100,145,forward,null,43,1.0687564672417798
41,100,100,145,forward,null,2,0.8366835733142689
41,100,100,145,forward,null,16,-1.0752576785191454
41,100,100,145,forward,null,44,1.224587174931548
41,100,100,145,forward,wbc,15,1.0499065158222736
41,100,100,145,forward,null,20,0.6408846379060561
41,100,100,145,forward,wbc,5,0
41,100,100,145,forward,wbc,6,0
41,100,100,145,forward,wbc,8,0
41,100,100,145,forward,wbc,9,0
41,100,100,145,forward,wbc,10,0
41,100,100,145,forward,wbc,16,0
41,100,100,145,forward,wai,8,0
41,100,100,145,forward,wai,10,0
41,100,100,145,forward,wai,17,0
41,100,100,145,forward,wai,18,0
41,100,100,145,forward,wai,20,0
41,100,100,145,forward,null,3,0
41,100,100,145,forward,null,9,0
41,100,100,145,forward,null,11,0
41,100,100,145,forward,null,14,0
41,100,100,145,forward,null,18,0
41,100,100,145,forward,null,21,0
41,100,100,145,forward,null,22,0
41,100,100,145,forward,null,25,0
41,100,100,145,forward,null,26,0
41,100,100,145,forward,null,27,0
41,100,100,145,forward,null,29,0
41,100,100,145,forward,null,36,0
41,100,100,145,forward,null,38,0
41,100,100,145,forward,null,39,0
41,100,100,145,forward,null,42,0
41,100,100,145,forward,null,45,0
41,100,100,145,forward,null,46,0
41,100,100,145,forward,null,48,0
41,100,100,145,forward,null,53,0
41,100,100,145,forward,null,55,0
41,100,100,145,forward,null,59,0
41,100,100,145,lasso,strong,1,18.11768991563002
41,100,100,145,lasso,strong,4,18.57630764449267
41,100,100,145,lasso,strong,3,17.391941397995307
41,100,100,145,lasso,strong,2,17.089434048911087
41,100,100,145,lasso,null,35,0
41,100,100,145,lasso,wai,5,0.046986405992446224
41,100,100,145,lasso,wai,6,0.5142956281777261
41,100,100,145,lasso,null,50,-0.7871057179841006
41,100,100,145,lasso,wai,19,0
41,100,100,145,lasso,null,5,0
41,100,100,145,lasso,null,17,0
41,100,100,145,lasso,wbc,12,0
41,100,100,145,lasso,wai,16,0
41,100,100,145,lasso,wbc,11,0
41,100,100,145,lasso,wai,14,0
41,100,100,145,lasso,null,4,0
41,100,100,145,lasso,wbc,4,0
41,100,100,145,lasso,wai,7,0
41,100,100,145,lasso,null,8,0
41,100,100,145,lasso,null,40,0
41,100,100,145,lasso,null,10,0
41,100,100,145,lasso,wai,4,0
41,100,100,145,lasso,null,32,0
41,100,100,145,lasso,null,56,0
41,100,100,145,lasso,null,23,0
41,100,100,145,lasso,null,12,0
41,100,100,145,lasso,null,30,0
41,100,100,145,lasso,null,54,0
41,100,100,145,lasso,null,47,0
41,100,100,145,lasso,wbc,7,0
41,100,100,145,lasso,null,1,0
41,100,100,145,lasso,null,19,0
41,100,100,145,lasso,wbc,13,0
41,100,100,145,lasso,wai,13,0
41,100,100,145,lasso,null,37,0
41,100,100,145,lasso,null,24,0
41,100,100,145,lasso,null,52,0
41,100,100,145,lasso,wai,11,0
41,100,100,145,lasso,wai,3,0
41,100,100,145,lasso,null,49,0
41,100,100,145,lasso,wai,12,0
41,100,100,145,lasso,null,33,0
41,100,100,145,lasso,wbc,14,0
41,100,100,145,lasso,null,7,0
41,100,100,145,lasso,null,51,0
41,100,100,145,lasso,null,31,0
41,100,100,145,lasso,null,13,0
41,100,100,145,lasso,wbc,3,0
41,100,100,145,lasso,wbc,1,0
41,100,100,145,lasso,null,60,0
41,100,100,145,lasso,null,58,0
41,100,100,145,lasso,wai,1,0
41,100,100,145,lasso,wai,2,0
41,100,100,145,lasso,null,28,0
41,100,100,145,lasso,null,6,0
41,100,100,145,lasso,null,34,0
41,100,100,145,lasso,wai,9,0
41,100,100,145,lasso,null,15,0
41,100,100,145,lasso,null,57,0
41,100,100,145,lasso,null,41,0
41,100,100,145,lasso,wbc,2,0
41,100,100,145,lasso,wai,15,0
41,100,100,145,lasso,null,43,0
41,100,100,145,lasso,null,2,0
41,100,100,145,lasso,null,16,0
41,100,100,145,lasso,null,44,0
41,100,100,145,lasso,wbc,15,0
41,100,100,145,lasso,null,20,0
41,100,100,145,lasso,wbc,5,0
41,100,100,145,lasso,wbc,6,0
41,100,100,145,lasso,wbc,8,0
41,100,100,145,lasso,wbc,9,0
41,100,100,145,lasso,wbc,10,0
41,100,100,145,lasso,wbc,16,0
41,100,100,145,lasso,wai,8,0
41,100,100,145,lasso,wai,10,0
41,100,100,145,lasso,wai,17,0.10654229723271055
41,100,100,145,lasso,wai,18,0
41,100,100,145,lasso,wai,20,0
41,100,100,145,lasso,null,3,0
41,100,100,145,lasso,null,9,0
41,100,100,145,lasso,null,11,0
41,100,100,145,lasso,null,14,0
41,100,100,145,lasso,null,18,0
41,100,100,145,lasso,null,21,0
41,100,100,145,lasso,null,22,0
41,100,100,145,lasso,null,25,0
41,100,100,145,lasso,null,26,0
41,100,100,145,lasso,null,27,0
41,100,100,145,lasso,null,29,0
41,100,100,145,lasso,null,36,0
41,100,100,145,lasso,null,38,0
41,100,100,145,lasso,null,39,0
41,100,100,145,lasso,null,42,0
41,100,100,145,lasso,null,45,0
41,100,100,145,lasso,null,46,0
41,100,100,145,lasso,null,48,0
41,100,100,145,lasso,null,53,0
41,100,100,145,lasso,null,55,0
41,100,100,145,lasso,null,59,0
42,100,100,145,forward,strong,4,20.29181952075847
42,100,100,145,forward,strong,1,17.951147490644676
42,100,100,145,forward,strong,3,20.416269265720633
42,100,100,145,forward,strong,2,20.342792255576146
42,100,100,145,forward,wbc,14,3.8147726807774784
42,100,100,145,forward,wbc,4,2.6966703739412106
42,100,100,145,forward,null,12,2.6117065723149167
42,100,100,145,forward,null,32,-2.7039108568089114
42,100,100,145,forward,null,34,-1.0285324825562514
42,100,100,145,forward,null,17,-3.3959581325289325
42,100,100,145,forward,null,50,2.5797661040216346
42,100,100,145,forward,null,13,3.7761834357353807
42,100,100,145,forward,null,11,1.9915174644198126
42,100,100,145,forward,wai,11,1.8654326449675
42,100,100,145,forward,wai,1,-1.7108950100360576
42,100,100,145,forward,null,54,-1.8330772028344238
42,100,100,145,forward,wai,2,-1.7028752451262157
42,100,100,145,forward,null,1,1.7320370748931657
42,100,100,145,forward,wai,15,-2.778463243911917
42,100,100,145,forward,null,19,-1.6110358260367266
42,100,100,145,forward,null,23,-1.7497746931783742
42,100,100,145,forward,null,52,1.887890033514034
42,100,100,145,forward,null,37,1.4995334077338525
42,100,100,145,forward,wai,19,2.131735414695041
42,100,100,145,forward,null,60,1.7255892354075935
42,100,100,145,forward,wbc,13,1.5344920183589994
42,100,100,145,forward,wai,13,1.372358595070314
42,100,100,145,forward,null,9,-1.1178197572853832
42,100,100,145,forward,wbc,1,0
42,100,100,145,forward,wbc,2,0
42,100,100,145,forward,wbc,3,0
42,100,100,145,forward,wbc,5,0
42,100,100,145,forward,wbc,6,0
42,100,100,145,forward,wbc,7,0
42,100,100,145,forward,wbc,8,0
42,100,100,145,forward,wbc,9,0
42,100,100,145,forward,wbc,10,0
42,100,100,145,forward,wbc,11,0
42,100,100,145,forward,wbc,12,0
42,100,100,145,forward,wbc,15,0
42,100,100,145,forward,wbc,16,0
42,100,100,145,forward,wai,3,0
42,100,100,145,forward,wai,4,0
42,100,100,145,forward,wai,5,0
42,100,100,145,forward,wai,6,0
42,100,100,145,forward,wai,7,0
42,100,100,145,forward,wai,8,0
42,100,100,145,forward,wai,9,0
42,100,100,145,forward,wai,10,0
42,100,100,145,forward,wai,12,0
42,100,100,145,forward,wai,14,0
42,100,100,145,forward,wai,16,0
42,100,100,145,forward,wai,17,0
42,100,100,145,forward,wai,18,0
42,100,100,145,forward,wai,20,0
42,100,100,145,forward,null,2,0
42,100,100,145,forward,null,3,0
42,100,100,145,forward,null,4,0
42,100,100,145,forward,null,5,0
42,100,100,145,forward,null,6,0
42,100,100,145,forward,null,7,0
42,100,100,145,forward,null,8,0
42,100,100,145,forward,null,10,0
42,100,100,145,forward,null,14,0
42,100,100,145,forward,null,15,0
42,100,100,145,forward,null,16,0
42,100,100,145,forward,null,18,0
42,100,100,145,forward,null,20,0
42,100,100,145,forward,null,21,0
42,100,100,145,forward,null,22,0
42,100,100,145,forward,null,24,0
42,100,100,145,forward,null,25,0
42,100,100,145,forward,null,26,0
42,100,100,145,forward,null,27,0
42,100,100,145,forward,null,28,0
42,100,100,145,forward,null,29,0
42,100,100,145,forward,null,30,0
42,100,100,145,forward,null,31,0
42,100,100,145,forward,null,33,0
42,100,100,145,forward,null,35,0
42,100,100,145,forward,null,36,0
42,100,100,145,forward,null,38,0
42,100,100,145,forward,null,39,0
42,100,100,145,forward,null,40,0
42,100,100,145,forward,null,41,0
42,100,100,145,forward,null,42,0
42,100,100,145,forward,null,43,0
42,100,100,145,forward,null,44,0
42,100,100,145,forward,null,45,0
42,100,100,145,forward,null,46,0
42,100,100,145,forward,null,47,0
42,100,100,145,forward,null,48,0
42,100,100,145,forward,null,49,0
42,100,100,145,forward,null,51,0
42,100,100,145,forward,null,53,0
42,100,100,145,forward,null,55,0
42,100,100,145,forward,null,56,0
42,100,100,145,forward,null,57,0
42,100,100,145,forward,null,58,0
42,100,100,145,forward,null,59,0
42,100,100,145,lasso,strong,4,18.497480250197096
42,100,100,145,lasso,strong,1,16.387135355428125
42,100,100,145,lasso,strong,3,17.2783373380379
42,100,100,145,lasso,strong,2,17.532198145312005
42,100,100,145,lasso,wbc,14,0.847641460944075
42,100,100,145,lasso,wbc,4,2.518627335612891
42,100,100,145,lasso,null,12,0.08755013458273445
42,100,100,145,lasso,null,32,0
42,100,100,145,lasso,null,34,0
42,100,100,145,lasso,null,17,0
42,100,100,145,lasso,null,50,0
42,100,100,145,lasso,null,13,0
42,100,100,145,lasso,null,11,0
42,100,100,145,lasso,wai,11,0
42,100,100,145,lasso,wai,1,0
42,100,100,145,lasso,null,54,0
42,100,100,145,lasso,wai,2,0
42,100,100,145,lasso,null,1,0
42,100,100,145,lasso,wai,15,0
42,100,100,145,lasso,null,19,0
42,100,100,145,lasso,null,23,-0.3204842997362969
42,100,100,145,lasso,null,52,0
42,100,100,145,lasso,null,37,0
42,100,100,145,lasso,wai,19,0
42,100,100,145,lasso,null,60,0
42,100,100,145,lasso,wbc,13,0
42,100,100,145,lasso,wai,13,0
42,100,100,145,lasso,null,9,0
42,100,100,145,lasso,wbc,1,0
42,100,100,145,lasso,wbc,2,0
42,100,100,145,lasso,wbc,3,0
42,100,100,145,lasso,wbc,5,0
42,100,100,145,lasso,wbc,6,0
42,100,100,145,lasso,wbc,7,0
42,100,100,145,lasso,wbc,8,0
42,100,100,145,lasso,wbc,9,0
42,100,100,145,lasso,wbc,10,0
42,100,100,145,lasso,wbc,11,0
42,100,100,145,lasso,wbc,12,0
42,100,100,145,lasso,wbc,15,0
42,100,100,145,lasso,wbc,16,0
42,100,100,145,lasso,wai,3,0
42,100,100,145,lasso,wai,4,0
42,100,100,145,lasso,wai,5,0
42,100,100,145,lasso,wai,6,0
42,100,100,145,lasso,wai,7,0
42,100,100,145,lasso,wai,8,0
42,100,100,145,lasso,wai,9,0
42,100,100,145,lasso,wai,10,0
42,100,100,145,lasso,wai,12,0
42,100,100,145,lasso,wai,14,0
42,100,100,145,lasso,wai,16,0
42,100,100,145,lasso,wai,17,0
42,100,100,145,lasso,wai,18,0
42,100,100,145,lasso,wai,20,0
42,100,100,145,lasso,null,2,0
42,100,100,145,lasso,null,3,0
42,100,100,145,lasso,null,4,0
42,100,100,145,lasso,null,5,0
42,100,100,145,lasso,null,6,0
42,100,100,145,lasso,null,7,0
42,100,100,145,lasso,null,8,0
42,100,100,145,lasso,null,10,0
42,100,100,145,lasso,null,14,0
42,100,100,145,lasso,null,15,0
42,100,100,145,lasso,null,16,0
42,100,100,145,lasso,null,18,0
42,100,100,145,lasso,null,20,0
42,100,100,145,lasso,null,21,0
42,100,100,145,lasso,null,22,0
42,100,100,145,lasso,null,24,0
42,100,100,145,lasso,null,25,0
42,100,100,145,lasso,null,26,0
42,100,100,145,lasso,null,27,0
42,100,100,145,lasso,null,28,0
42,100,100,145,lasso,null,29,0
42,100,100,145,lasso,null,30,0
42,100,100,145,lasso,null,31,0
42,100,100,145,lasso,null,33,0
42,100,100,145,lasso,null,35,0
42,100,100,145,lasso,null,36,0
42,100,100,145,lasso,null,38,0
42,100,100,145,lasso,null,39,0
42,100,100,145,lasso,null,40,0
42,100,100,145,lasso,null,41,0
42,100,100,145,lasso,null,42,0
42,100,100,145,lasso,null,43,0
42,100,100,145,lasso,null,44,0
42,100,100,145,lasso,null,45,0
42,100,100,145,lasso,null,46,0
42,100,100,145,lasso,null,47,0
42,100,100,145,lasso,null,48,0
42,100,100,145,lasso,null,49,0
42,100,100,145,lasso,null,51,0
42,100,100,145,lasso,null,53,0
42,100,100,145,lasso,null,55,0
42,100,100,145,lasso,null,56,0
42,100,100,145,lasso,null,57,0
42,100,100,145,lasso,null,58,0
42,100,100,145,lasso,null,59,0
43,100,100,145,forward,strong,2,15.63823181364046
43,100,100,145,forward,strong,3,28.96646138546441
43,100,100,145,forward,strong,1,31.629432215786167
43,100,100,145,forward,strong,4,27.003328741029343
43,100,100,145,forward,null,40,-0.5502102798015097
43,100,100,145,forward,wai,1,16.609355747114186
43,100,100,145,forward,wbc,5,11.848661733802748
43,100,100,145,forward,wbc,16,1.4601867182597383
43,100,100,145,forward,null,12,-1.1216150359602661
43,100,100,145,forward,null,31,-10.585322440393293
43,100,100,145,forward,null,19,-4.5975647492413
43,100,100,145,forward,null,48,-1.223576696176787
43,100,100,145,forward,wai,17,9.988601329560309
43,100,100,145,forward,null,13,-3.430677711917818
43,100,100,145,forward,null,6,8.386529193102112
43,100,100,145,forward,null,10,6.410870778570428
43,100,100,145,forward,wbc,10,-16.460096521392757
43,100,100,145,forward,wbc,1,-0.05104459507767875
43,100,100,145,forward,null,9,-11.243994143593428
43,100,100,145,forward,null,52,-7.92734790897958
43,100,100,145,forward,null,46,8.737766097149484
43,100,100,145,forward,null,28,1.500616398991741
43,100,100,145,forward,wai,15,-4.496153891786321
43,100,100,145,forward,null,23,-0.4830227363209016
43,100,100,145,forward,null,7,0.5038026489816315
43,100,100,145,forward,null,56,-6.025919295610987
43,100,100,145,forward,null,4,10.177751333502211
43,100,100,145,forward,null,18,5.775293791922573
43,100,100,145,forward,null,27,-2.3433389677952987
43,100,100,145,forward,null,41,-1.2400681175376838
43,100,100,145,forward,null,51,11.518936607916928
43,100,100,145,forward,null,45,-1.1474548406196408
43,100,100,145,forward,wbc,7,5.156979808514471
43,100,100,145,forward,null,38,0.020424236462455315
43,100,100,145,forward,null,37,2.216873546938954
43,100,100,145,forward,wbc,6,9.110229602731357
43,100,100,145,forward,wai,10,11.760804434163203
43,100,100,145,forward,wai,7,7.504962633282077
43,100,100,145,forward,null,29,4.600040325469352
43,100,100,145,forward,wai,4,-4.417433723306909
43,100,100,145,forward,wai,19,0.9332050242819996
43,100,100,145,forward,null,2,-0.821533478249362
43,100,100,145,forward,wai,6,-1.8851775724569424
43,100,100,145,forward,wai,9,16.34009893239558
43,100,100,145,forward,null,60,0.5752886115382538
43,100,100,145,forward,null,17,5.2408631752221355
43,100,100,145,forward,null,11,2.847111158987061
43,100,100,145,forward,null,53,-2.4384390543958254
43,100,100,145,forward,wbc,4,-3.240304874624208
43,100,100,145,forward,null,35,5.994072481201583
43,100,100,145,forward,null,33,12.17765175117387
43,100,100,145,forward,null,22,2.3004643845675306
43,100,100,145,forward,null,43,-5.112968269524424
43,100,100,145,forward,wai,8,4.708872011903304
43,100,100,145,forward,null,59,9.24572704661908
43,100,100,145,forward,wbc,8,-0.3559057374392743
43,100,100,145,forward,null,49,-5.093902445582289
43,100,100,145,forward,wai,13,-6.797740445365499
43,100,100,145,forward,wai,5,-9.605872323401327
43,100,100,145,forward,wai,20,-3.3134578691622356
43,100,100,145,forward,null,47,4.955903934414772
43,100,100,145,forward,null,8,-7.946340860569228
43,100,100,145,forward,null,50,1.192889259601238
43,100,100,145,forward,wai,16,-1.4560108082212457
43,100,100,145,forward,null,14,0.19005709976273785
43,100,100,145,forward,null,3,-1.9956951434553682
43,100,100,145,forward,null,26,-10.507761128412836
43,100,100,145,forward,null,30,5.664502684868632
43,100,100,145,forward,wai,11,1.7907651666628635
43,100,100,145,forward,null,42,4.885918266214042
43,100,100,145,forward,wbc,3,-3.953579906472911
43,100,100,145,forward,null,44,4.0193288943234196
43,100,100,145,forward,null,25,2.1714764909991775
43,100,100,145,forward,wai,12,7.034484176985912
43,100,100,145,forward,wai,18,-4.035565244710095
43,100,100,145,forward,wbc,12,-7.03140450096487
43,100,100,145,forward,null,5,-2.5103880833330763
43,100,100,145,forward,null,16,-2.1910386931701273
43,100,100,145,forward,wai,2,-8.48374428335209
43,100,100,145,forward,null,15,-4.869100210417292
43,100,100,145,forward,null,58,-4.568330161702979
43,100,100,145,forward,wbc,13,-1.2906833714396548
43,100,100,145,forward,null,54,1.073135543413114
43,100,100,145,forward,null,57,-5.541565428861927
43,100,100,145,forward,null,32,5.820206228164724
43,100,100,145,forward,wai,3,-12.581190102690934
43,100,100,145,forward,null,21,-0.11244038456076937
43,100,100,145,forward,null,39,3.3307423165317678
43,100,100,145,forward,null,24,-2.3618578628716307
43,100,100,145,forward,null,36,11.083460302516068
43,100,100,145,forward,wbc,2,-7.70939146504147
43,100,100,145,forward,wai,14,3.924293353815665
43,100,100,145,forward,null,55,-7.206989538596644
43,100,100,145,forward,wbc,15,-2.841050479991048
43,100,100,145,forward,null,20,-2.738434687727326
43,100,100,145,forward,null,1,-1.9949672236574219
43,100,100,145,forward,wbc,14,1.394426521091137
43,100,100,145,forward,wbc,9,-1.183107924106077
43,100,100,145,forward,wbc,11,-1.0015959098699931
43,100,100,145,forward,null,34,0
43,100,100,145,lasso,strong,2,19.37257645101742
43,100,100,145,lasso,strong,3,18.053006299935937
43,100,100,145,lasso,strong,1,19.426727113926578
43,100,100,145,lasso,strong,4,17.091563294206157
43,100,100,145,lasso,null,40,0.6515470966898704
43,100,100,145,lasso,wai,1,0.4368669884232597
43,100,100,145,lasso,wbc,5,0
43,100,100,145,lasso,wbc,16,0
43,100,100,145,lasso,null,12,0
43,100,100,145,lasso,null,31,0
43,100,100,145,lasso,null,19,0
43,100,100,145,lasso,null,48,0
43,100,100,145,lasso,wai,17,0
43,100,100,145,lasso,null,13,0
43,100,100,145,lasso,null,6,0
43,100,100,145,lasso,null,10,0
43,100,100,145,lasso,wbc,10,0
43,100,100,145,lasso,wbc,1,0.6528936283786807
